"","SGEN","AK_503","AK_105","AK_110","AK_205","AK_206","AK_207","AK_211","Weight","prespref","no_impeach","mythPID3","faction","IDEO5","ideoparty","pop401","pop402","pop403","pop406","popscale","POP_antielite","POP_antiexpert","POP_nationalID","over50","male2","white","collplus","SEN_R1","SEN_R2","SEN_R3","SEN_Order1","SEN_Order2","h2h_MT","h2h_MC","h2h_CT","HousePref","murkpelt","votestrategy","exp_confidence","exp_easy","exp_benefit","exp_AKsystem","primpref1","primpref2","primpref3","ruleorder"
"133","M",1,1,1,1,1,2,2,0.81261,0,0,1,1,3,2,-2,-2,-2,2,-4,0,0,1,1,1,0,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,2,1,2,1
"134","M",2,2,1,1,2,2,1,0.47062,1,0,2,1,2,3,1,1,2,0,4,0.75,1,0.5,1,0,0,1,1,1,1,1,5,1,2,1,3,0,1,3,3,2,2,2,1,1,2
"135","F",1,1,5,1,2,2,3,0.36464,0,0,1,2,2,1,-2,-2,0,2,-2,0,0.5,1,1,1,1,1,3,3,1,3,1,1,2,1,1,0,3,1,1,2,1,2,1,2,1
"136","F",1,1,9,1,1,9,1,0.35959,0,0,3,3,4,5,-1,0,2,2,3,0.375,1,1,1,1,1,1,1,1,1,1,5,1,1,3,1,1,1,1,1,3,3,1,2,1,4
"137","F",2,1,9,1,1,2,2,1.01831,0,0,1,3,3,2,0,1,0,0,1,0.625,0.5,0.5,0,0,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,2,1,2,1
"138","F",2,1,2,1,2,2,3,0.61452,0,0,1,1,2,1,-1,1,-2,1,-1,0.5,0,0.75,1,0,1,0,3,3,1,3,1,1,2,1,1,0,3,1,1,2,1,2,1,2,1
"139","M",1,2,10,2,1,1,2,1.0896,1,1,3,5,4,5,-1,0,0,2,1,0.375,0.5,1,0,1,1,0,2,2,2,2,1,2,1,2,3,0,2,2,2,3,3,1,2,3,4
"140","F",2,1,2,1,1,2,3,1.09724,0,1,1,1,2,1,-1,0,0,2,1,0.375,0.5,1,1,0,1,0,1,1,1,1,5,1,1,1,1,1,3,1,1,2,2,1,2,3,4
"141","F",2,2,10,2,2,1,1,1.09724,1,1,3,5,3,4,2,1,2,2,7,0.875,1,1,1,0,1,0,2,2,2,2,5,2,2,2,3,0,1,3,3,3,3,1,1,1,3
"142","F",2,1,1,1,1,9,2,0.61452,0,0,1,1,3,2,2,0,2,2,6,0.75,1,1,1,0,1,0,1,1,1,1,5,1,1,3,1,1,2,1,1,2,1,2,1,2,1
"143","M",2,1,8,1,1,2,3,0.46454,0,0,1,3,3,2,1,1,-1,1,2,0.75,0.25,0.75,1,0,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,2,1,2,1,1,2
"144","M",1,1,9,1,1,9,1,0.442,0,0,1,3,3,2,-2,-1,-1,0,-4,0.125,0.25,0.5,1,1,1,1,1,1,1,1,5,1,1,3,1,1,1,1,1,2,2,2,1,1,2
"145","M",1,2,9,1,1,9,2,2.54575,1,0,3,3,4,5,1,1,1,1,4,0.75,0.75,0.75,1,1,0,0,1,1,1,1,2,1,1,3,1,1,2,1,2,2,2,2,2,1,2
"146","F",1,1,4,1,1,2,1,0.55166,0,0,3,2,3,4,-1,-1,-1,2,-1,0.25,0.25,1,1,1,0,1,1,1,1,1,5,1,1,1,1,1,1,1,1,2,1,3,1,1,NA
"147","F",2,1,5,1,1,2,3,0.61452,0,0,1,2,3,2,-2,-1,1,2,0,0.125,0.75,1,1,0,1,0,1,1,1,1,5,1,1,1,1,1,3,1,1,2,2,1,2,2,4
"148","M",1,2,12,2,1,1,1,0.97187,1,1,3,4,4,5,-1,0,2,2,3,0.375,1,1,0,1,1,1,2,2,2,2,5,2,1,2,3,0,1,1,1,3,3,2,1,1,2
"149","F",2,2,10,2,2,1,1,1.09724,1,1,3,5,4,5,2,1,2,2,7,0.875,1,1,1,0,1,0,2,2,2,2,5,2,2,2,2,0,1,2,1,3,3,1,1,3,3
"150","M",1,2,12,2,9,1,3,0.36464,1,1,3,4,4,5,0,0,1,1,2,0.5,0.75,0.75,1,1,1,1,2,2,2,2,5,2,3,2,2,0,3,1,1,2,3,1,2,3,4
"151","F",2,1,1,1,1,2,2,0.44068,0,0,1,1,2,1,1,0,0,1,2,0.625,0.5,0.75,1,0,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,1,1,2,3
"152","M",2,1,9,1,1,2,3,1.81639,0,0,1,3,2,1,-1,-1,0,1,-1,0.25,0.5,0.75,1,0,0,0,1,1,1,1,3,1,1,1,1,1,3,1,2,3,2,2,1,2,1
"153","M",5,2,10,2,9,1,3,0.14675,1,1,3,5,5,5,1,1,1,1,4,0.75,0.75,0.75,1,0,0,1,2,2,2,2,4,2,3,2,3,0,3,3,3,3,3,1,1,1,3
"154","M",1,2,12,2,9,1,1,0.97187,1,1,3,4,5,5,0,1,0,2,3,0.625,0.5,1,0,1,1,1,2,2,2,2,4,2,3,2,2,0,1,3,2,3,3,1,1,3,3
"155","F",2,2,10,2,9,1,1,0.31537,1,0,3,5,4,5,1,-2,-1,2,0,0.375,0.25,1,1,0,1,1,2,2,2,2,5,2,3,2,3,0,1,2,3,3,3,1,1,2,3
"156","F",2,2,10,2,1,1,2,0.61452,1,1,3,5,5,5,1,0,2,2,5,0.625,1,1,1,0,1,0,2,2,2,2,5,2,1,2,2,0,2,2,3,3,3,1,1,3,3
"157","M",1,2,9,1,1,1,3,0.34591,1,1,3,3,4,5,-1,-1,1,1,0,0.25,0.75,0.75,1,1,1,1,1,1,1,1,2,1,1,2,2,0,3,3,3,3,3,1,2,1,4
"158","M",1,2,10,2,9,1,1,1.37779,1,1,3,5,4,5,-1,0,0,2,1,0.375,0.5,1,1,1,0,0,2,2,2,2,5,2,3,2,3,0,1,1,1,3,2,3,3,2,NA
"159","M",2,1,9,1,1,2,2,0.31537,0,0,1,3,3,2,2,-1,-2,2,1,0.625,0,1,1,0,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,2,2,1,2,1
"160","F",2,1,9,1,1,2,3,0.61452,0,0,2,3,3,3,0,0,0,1,1,0.5,0.5,0.75,1,0,1,0,1,1,1,1,5,1,1,1,1,1,3,1,1,2,1,3,2,1,NA
"161","M",1,2,9,1,1,9,1,0.34591,1,1,3,3,4,5,-1,-2,0,2,-1,0.125,0.5,1,1,1,1,1,1,1,1,1,5,1,1,3,1,1,1,1,1,2,3,2,2,2,1
"162","F",2,1,9,1,1,2,2,0.61452,0,0,1,3,2,1,-1,-2,-2,2,-3,0.125,0,1,1,0,1,0,1,1,1,1,3,1,1,1,1,1,2,1,1,2,2,2,1,2,1
"163","M",1,2,10,2,9,1,1,0.71054,1,1,3,5,5,5,1,-1,1,2,3,0.5,0.75,1,1,1,1,0,2,2,2,2,5,2,3,2,2,0,1,2,3,2,3,1,2,1,4
"164","M",2,1,1,1,2,2,2,0.44068,0,0,1,1,2,1,1,-1,1,1,2,0.5,0.75,0.75,1,0,1,1,3,3,1,3,1,1,2,1,1,0,2,1,1,2,1,2,2,2,1
"165","F",2,1,5,1,2,2,2,1.88236,0,0,1,2,2,1,-2,-2,-2,2,-4,0,0,1,0,0,1,0,3,3,1,3,1,1,2,1,1,0,2,1,1,2,1,2,1,2,1
"166","F",1,2,12,2,2,2,2,1.02243,1,0,2,4,3,3,-2,-2,-2,2,-4,0,0,1,1,1,0,1,2,2,2,2,1,2,2,1,4,0,2,1,1,3,3,2,1,1,2
"167","F",2,1,8,1,1,2,3,0.31537,0,0,1,3,3,2,-2,-2,-2,2,-4,0,0,1,1,0,1,1,1,1,1,1,5,1,1,1,1,1,3,1,1,1,2,2,2,1,2
"168","F",2,2,12,1,1,9,2,0.7028,1,1,3,4,5,5,2,2,1,2,7,1,0.75,1,1,0,0,1,1,1,1,1,2,1,1,3,2,0,2,2,1,2,3,3,1,1,NA
"169","F",2,2,10,2,9,1,1,0.61452,1,1,3,5,4,5,-1,-1,1,2,1,0.25,0.75,1,1,0,1,0,2,2,2,2,5,2,3,2,2,0,1,2,1,3,3,1,2,1,4
"170","M",1,2,7,2,2,1,3,0.48336,1,0,3,3,4,5,-1,-1,-1,1,-2,0.25,0.25,0.75,1,1,1,1,5,5,5,5,5,2,2,2,3,0,3,1,1,2,2,2,1,1,2
"171","F",2,2,10,2,9,1,2,0.90521,1,1,3,5,5,5,1,1,1,2,5,0.75,0.75,1,1,0,1,0,2,2,2,2,5,2,3,2,3,0,2,2,1,2,3,2,1,1,2
"172","M",1,2,10,9,9,9,9,0.67404,1,1,2,5,5,3,1,-1,1,1,2,0.5,0.75,0.75,1,1,1,0,2,2,2,2,1,3,3,3,4,0,NA,1,1,2,1,2,1,3,NA
"173","F",1,1,1,1,2,2,2,0.71054,0,0,1,1,2,1,0,-1,-1,-1,-3,0.375,0.25,0.25,1,1,1,0,3,3,1,3,1,1,2,1,1,0,2,1,1,2,1,2,2,2,1
"174","F",1,9,7,1,1,1,2,0.67404,0,0,3,3,4,5,2,2,-2,2,4,1,0,1,1,1,1,0,1,1,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,2,1
"175","M",1,2,1,1,1,2,1,1.20352,1,0,3,1,3,4,2,2,2,2,8,1,1,1,1,1,1,0,1,1,1,1,5,1,1,1,1,1,1,1,1,2,2,2,1,2,1
"176","F",2,1,9,1,1,2,3,0.40297,0,0,1,3,2,1,-1,-1,-1,0,-3,0.25,0.25,0.5,1,0,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,3,1,2,3,2,1
"177","F",2,1,5,1,1,2,3,0.56309,0,0,1,2,3,2,-1,-1,-1,2,-1,0.25,0.25,1,1,0,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,2,1,2,1,2,1
"178","F",2,1,1,1,2,2,2,0.88605,0,0,1,1,1,1,2,1,-1,-2,0,0.875,0.25,0,0,0,1,1,3,3,1,3,1,1,2,1,1,0,2,1,1,2,1,2,1,2,1
"179","F",2,9,9,1,1,2,2,1.23434,0,0,1,3,3,2,1,2,0,-1,2,0.875,0.5,0.25,0,0,1,1,1,1,1,1,3,1,1,1,1,1,2,1,2,2,1,2,1,2,1
"180","M",2,1,5,1,1,2,2,0.78523,0,0,1,2,2,1,0,-1,-1,1,-1,0.375,0.25,0.75,1,0,1,0,1,1,1,1,3,1,1,1,1,1,2,1,1,3,2,1,2,2,4
"181","M",2,2,10,2,1,1,2,1.00419,1,1,3,5,4,5,-1,-1,-2,1,-3,0.25,0,0.75,0,0,1,1,2,2,2,2,4,2,1,2,2,0,2,2,3,3,3,2,1,1,2
"182","M",1,2,12,2,1,1,1,1.11694,1,1,3,4,5,5,-1,-2,2,2,1,0.125,1,1,0,1,1,1,2,2,2,2,5,2,1,2,2,0,1,1,1,3,3,1,2,1,4
"183","M",1,1,1,1,1,2,1,0.70069,0,0,1,1,1,1,2,1,2,2,7,0.875,1,1,1,1,1,0,1,1,1,1,5,1,1,1,1,1,1,2,3,1,1,2,1,1,2
"184","M",1,2,9,2,2,1,1,0.70069,1,0,2,3,2,3,2,0,1,-2,1,0.75,0.75,0,1,1,1,0,2,2,2,2,3,2,2,2,2,0,1,1,1,2,2,2,2,2,1
"185","F",2,1,9,1,1,2,2,1.35127,0,0,1,3,3,2,-2,-2,1,1,-2,0,0.75,0.75,1,0,0,0,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,2,1,2,1
"186","F",1,1,9,1,1,2,2,0.36464,0,0,1,3,3,2,-1,-1,0,2,0,0.25,0.5,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,2,3,2,1
"187","F",2,1,2,1,2,2,2,0.63882,0,0,1,1,1,1,0,-2,-2,1,-3,0.25,0,0.75,1,0,1,0,3,3,1,3,1,1,2,1,1,0,2,1,1,2,1,2,1,2,1
"188","F",1,2,12,2,1,1,3,0.35959,1,1,3,4,5,5,1,-2,1,2,2,0.375,0.75,1,1,1,1,1,2,2,2,2,1,2,1,2,2,0,3,2,3,3,3,1,2,1,4
"189","F",2,1,5,1,1,2,2,0.32783,0,0,1,2,3,2,-1,-1,-1,1,-2,0.25,0.25,0.75,1,0,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,2,1,1,2
"190","F",1,1,9,1,1,9,1,0.35959,0,0,3,3,4,5,-2,-2,-2,2,-4,0,0,1,1,1,1,1,1,1,1,1,5,1,1,3,1,1,1,1,1,2,1,2,1,2,1
"191","M",1,1,5,1,1,2,3,0.70069,0,0,1,2,2,1,-1,-2,-1,2,-2,0.125,0.25,1,1,1,1,0,1,1,1,1,3,1,1,1,1,1,3,1,1,2,1,2,1,2,1
"192","M",1,2,12,2,1,1,2,0.70069,1,0,3,4,4,5,1,0,2,2,5,0.625,1,1,1,1,1,0,5,5,5,5,5,2,1,2,2,0,2,NA,1,2,1,2,1,2,1
"193","F",2,1,9,1,1,2,2,0.89266,0,0,3,3,3,4,-1,-1,-1,2,-1,0.25,0.25,1,1,0,1,0,1,1,1,1,4,1,1,1,1,1,2,1,1,2,1,2,1,1,2
"194","F",1,1,1,1,1,2,3,0.35959,0,0,1,1,1,1,-1,-2,-1,1,-3,0.125,0.25,0.75,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,2,1,2,1,2,1
"195","F",1,2,10,2,2,1,1,0.94188,1,1,2,5,4,3,1,1,2,2,6,0.75,1,1,1,1,1,0,2,2,2,2,4,2,2,2,2,0,1,1,2,3,3,2,2,1,2
"196","F",2,1,9,1,2,2,9,1.35127,0,0,1,3,2,1,1,-2,0,1,0,0.375,0.5,0.75,1,0,0,0,3,3,1,3,1,1,2,1,1,0,NA,1,3,2,2,3,3,2,NA
"197","M",1,1,7,1,1,2,2,0.50247,0,0,3,3,4,5,2,-1,-1,2,2,0.625,0.25,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,2,1,2,2,2,2,1,3,NA
"198","F",2,2,12,2,9,1,1,0.4581,1,1,3,4,4,5,0,-1,0,2,1,0.375,0.5,1,1,0,1,1,2,2,2,2,5,2,3,2,2,0,1,2,1,3,3,1,2,1,4
"199","F",2,1,5,1,1,2,2,0.32783,0,0,1,2,2,1,-1,1,-1,1,0,0.5,0.25,0.75,1,0,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,2,2,2,1
"200","M",2,1,9,1,1,2,1,1.35127,0,0,1,3,3,2,1,0,1,2,4,0.625,0.75,1,1,0,0,0,1,1,1,1,5,1,1,1,1,1,1,1,2,2,1,2,1,1,2
"201","M",2,2,12,2,9,1,1,2.15399,1,1,3,4,4,5,0,-1,-1,1,-1,0.375,0.25,0.75,0,0,0,1,2,2,2,2,5,2,3,2,3,0,1,2,3,3,3,1,2,1,4
"202","F",2,1,2,1,1,2,2,7.88366,0,0,1,1,2,1,-1,1,1,0,1,0.5,0.75,0.5,0,0,0,0,3,3,5,3,5,1,1,1,1,0,2,1,3,2,2,2,1,1,2
"203","F",2,1,9,1,1,2,1,0.32783,0,0,1,3,3,2,-2,-2,1,1,-2,0,0.75,0.75,1,0,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,2,1,2,2,2,1
"204","F",2,1,1,1,1,2,2,0.29655,0,0,1,1,1,1,-1,-2,-1,2,-2,0.125,0.25,1,1,0,1,1,1,1,1,1,3,1,1,1,1,1,2,1,2,2,1,2,1,2,1
"205","M",1,2,12,2,1,1,2,2.17648,1,1,3,4,5,5,1,-1,-1,2,1,0.5,0.25,1,0,1,1,0,2,2,2,2,4,2,1,2,2,0,2,2,1,3,3,1,2,3,4
"206","F",2,2,10,2,9,1,2,0.41439,1,1,3,5,4,5,1,-1,2,2,4,0.5,1,1,1,0,1,1,2,2,2,2,5,2,3,2,3,0,2,2,1,3,3,1,2,1,4
"207","M",1,1,9,1,1,2,3,0.32527,0,0,1,3,3,2,-1,-1,1,1,0,0.25,0.75,0.75,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,2,1,2,1,2,1
"208","M",1,2,12,2,9,1,3,0.63383,1,1,3,4,4,5,-1,1,1,-1,0,0.5,0.75,0.25,1,1,1,0,2,2,2,2,4,2,3,2,3,0,3,3,2,2,3,2,1,1,2
"209","M",2,2,7,2,9,1,1,1.01831,1,1,3,3,4,5,-2,0,1,2,1,0.25,0.75,1,0,0,1,1,2,2,2,2,5,2,3,2,3,0,1,3,3,2,3,2,1,1,2
"210","F",2,1,9,1,1,2,2,0.41439,0,0,2,3,3,3,-1,-1,-2,1,-3,0.25,0,0.75,1,0,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,2,1,2,1
"211","M",1,1,9,1,1,9,1,0.63383,0,1,1,3,3,2,2,-1,-1,1,1,0.625,0.25,0.75,1,1,1,0,1,1,1,1,5,1,1,3,1,1,1,1,1,2,2,2,1,2,1
"212","M",1,2,12,2,9,1,2,0.50953,1,1,3,4,5,5,1,-2,0,2,1,0.375,0.5,1,1,1,1,1,2,2,2,2,4,2,3,2,2,0,2,1,1,3,3,1,2,3,4
"213","F",2,1,4,1,1,2,3,0.29655,0,0,1,2,2,1,-2,-1,-2,-1,-6,0.125,0,0.25,1,0,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,2,1,2,1,2,1
"214","M",1,1,8,1,2,2,1,0.67404,0,0,1,3,3,2,-1,-1,-1,2,-1,0.25,0.25,1,1,1,1,0,1,1,1,1,3,1,2,1,1,1,1,1,NA,2,1,2,2,1,2
"215","F",2,2,10,2,9,1,3,0.57786,1,1,3,5,5,5,-2,1,2,2,3,0.375,1,1,1,0,1,0,2,2,2,2,5,2,3,2,3,0,3,1,1,2,2,1,1,3,3
"216","F",2,1,5,9,2,2,2,9.55616,0,0,1,2,3,2,0,-2,-2,0,-4,0.25,0,0.5,0,0,0,0,3,3,1,3,1,3,2,1,1,0,2,3,1,2,1,2,1,3,NA
"217","F",2,2,10,2,9,1,3,0.46132,1,1,3,5,5,5,-1,-1,2,2,2,0.25,1,1,1,0,0,1,2,2,2,2,4,2,3,2,2,0,3,1,1,2,3,2,1,1,2
"218","M",1,9,9,1,1,2,1,0.73799,0,0,2,3,3,3,-2,2,-2,2,0,0.5,0,1,1,1,0,0,1,1,1,1,5,1,1,1,1,1,1,3,3,2,2,2,1,2,1
"219","F",1,2,12,2,2,1,1,0.63383,1,1,3,4,4,5,-2,2,1,1,2,0.5,0.75,0.75,1,1,1,0,2,2,2,2,3,2,2,2,1,0,1,1,3,3,2,1,2,1,4
"220","F",2,1,5,1,1,2,3,0.80748,0,0,1,2,3,2,-1,-1,-1,2,-1,0.25,0.25,1,1,0,1,0,1,1,1,1,3,1,1,1,1,1,3,1,2,2,1,2,1,2,1
"221","M",1,2,10,2,1,1,2,0.63383,1,1,3,5,4,5,-1,-1,1,1,0,0.25,0.75,0.75,1,1,1,0,2,2,2,2,1,2,1,2,2,0,2,NA,1,3,3,1,1,1,3
